Reporting country (Name),Partner country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[2019],S
Italy,Madagascar,Ornamental freshwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.11,
Italy,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Italy,Madagascar,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
Italy,Madagascar,"Tunas prepared or preserved, not minced, in oil",Imports,Tonnes – net product weight,Tonnes – net product weight,224.56,
Japan,Madagascar,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,94.39,
Japan,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,84.11,
Kenya,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.21,
"Korea, Republic of",Madagascar,"Aquatic invertebrates, other than prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,0.1,
"Korea, Republic of",Madagascar,"Clams, cockles, arkshells, etc., prep. or pres., nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
"Korea, Republic of",Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
"Korea, Republic of",Madagascar,"Croakers, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,269.22,
"Korea, Republic of",Madagascar,"Fish, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,4.42,
"Korea, Republic of",Madagascar,"Hairtails, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.41,
"Korea, Republic of",Madagascar,"Jellyfish, dried, salted or in brine, smoked",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
"Korea, Republic of",Madagascar,"Laver, dry",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
"Korea, Republic of",Madagascar,"Molluscs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
"Korea, Republic of",Madagascar,"Molluscs nei, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
"Korea, Republic of",Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,36.14,
"Korea, Republic of",Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.1,
"Korea, Republic of",Madagascar,Other red algae,Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
"Korea, Republic of",Madagascar,"Sea-urchin, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
"Korea, Republic of",Madagascar,"Seabreams, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,3.8,
Madagascar,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,18.53,
Madagascar,Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,1.72,
Malaysia,Madagascar,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,12.4,
Malaysia,Madagascar,"Fish waste, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.5,
Malaysia,Madagascar,"Fish, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,25.63,
Malaysia,Madagascar,"Jellyfish, dried, salted or in brine, smoked",Imports,Tonnes – net product weight,Tonnes – net product weight,14.82,
Malaysia,Madagascar,"Mackerels nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,21.85,
Malaysia,Madagascar,"Marine fish, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,22.28,
Malaysia,Madagascar,"Sea-cucumber, dried, salted or in brine, smoked",Imports,Tonnes – net product weight,Tonnes – net product weight,140.39,
Malaysia,Madagascar,"Shrimps and prawns (Penaeus spp.), live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0.29,
Malaysia,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,18.21,
Malaysia,Madagascar,"Shrimps, prawns live, for breeding and other purposes",Imports,Tonnes – net product weight,Tonnes – net product weight,2.05,
Mauritius,Madagascar,Agar agar nei,Exports,Tonnes – net product weight,Tonnes – net product weight,9.46,
Mauritius,Madagascar,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,4.15,
Mauritius,Madagascar,"Aquatic invertebrates, other than prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,79.69,
Mauritius,Madagascar,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,9.35,
Mauritius,Madagascar,Caviar,Imports,Tonnes – net product weight,Tonnes – net product weight,0.06,
Mauritius,Madagascar,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes – net product weight,Tonnes – net product weight,9.94,
Mauritius,Madagascar,Coral and the like,Imports,Tonnes – net product weight,Tonnes – net product weight,4.85,
Mauritius,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,76.89,
Mauritius,Madagascar,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,4.92,
Mauritius,Madagascar,"Crustaceans nei, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.1,
Mauritius,Madagascar,"Cuttlefish and squid, other than live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,26.62,
Mauritius,Madagascar,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,1.83,
Mauritius,Madagascar,"Fish dried, whether or not salted, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,32.89,
Mauritius,Madagascar,"Fish fillets, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.37,
Mauritius,Madagascar,"Fish fillets, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,62.14,
Mauritius,Madagascar,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,3.83,
Mauritius,Madagascar,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,42.28,
Mauritius,Madagascar,"Fishmeals, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,221.33,
Mauritius,Madagascar,"Flatfish nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,6.77,
Mauritius,Madagascar,"Gadiformes nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,8.74,
Mauritius,Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,259.04,
Mauritius,Madagascar,"Octopus, live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,12.8,
Mauritius,Madagascar,"Octopus, other than live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,226.3,
Mauritius,Madagascar,Ornamental saltwater fish,Exports,Tonnes – net product weight,Tonnes – net product weight,0.07,
Mauritius,Madagascar,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,7.85,
Mauritius,Madagascar,"Salmon fillets, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Mauritius,Madagascar,"Salmonoids meat, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,2.6,
Mauritius,Madagascar,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,546.47,
Mauritius,Madagascar,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Tonnes – net product weight,Tonnes – net product weight,31.8,
Mauritius,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,8.9,
Mauritius,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,45.38,
Mauritius,Madagascar,"Swordfish, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,8,
Mauritius,Madagascar,"Tunas nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,17.52,
Mauritius,Madagascar,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.08,
"Moldova, Republic of",Madagascar,"Shrimps and prawns, not frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.05,
Morocco,Madagascar,"European sardine, prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,486.69,
Morocco,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.9,
Morocco,Madagascar,"Tunas prepared or preserved, not minced, in airtight containers",Imports,Tonnes – net product weight,Tonnes – net product weight,33.66,
Morocco,Madagascar,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,310.37,
Netherlands,Madagascar,"Fish, crustacean and mollusc products, unfit for human consumption nei",Exports,Tonnes – net product weight,Tonnes – net product weight,1.36,
Netherlands,Madagascar,"Marine fish fillets, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,10.48,
Netherlands,Madagascar,"Molluscs nei, dried, salted, pickled, smoked etc.",Exports,Tonnes – net product weight,Tonnes – net product weight,0.39,
Netherlands,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,45.19,
Netherlands,Madagascar,"Skipjack prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,424.81,
Netherlands,Madagascar,"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",Imports,Tonnes – net product weight,Tonnes – net product weight,67.19,
New Zealand,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,31.28,
New Zealand,Madagascar,"Fish fillets, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.02,
New Zealand,Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,13.04,
New Zealand,Madagascar,"Rock lobsters (Jasus spp.), meat or tails, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.41,
New Zealand,Madagascar,"Squids nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.51,
Norway,Madagascar,"Crab meat nei, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,0.6,E
Norway,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.4,E
Papua New Guinea,Madagascar,Miscellaneous corals and shells,Exports,Tonnes – net product weight,Tonnes – net product weight,15.4,E
Philippines,Madagascar,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,27.05,
Portugal,Madagascar,"Marine fish, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.33,
Portugal,Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,138.6,
Portugal,Madagascar,"Shrimps and prawns (Penaeus spp.), frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,83.93,
Portugal,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,21.5,
Seychelles,Madagascar,Caviar,Imports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Seychelles,Madagascar,"Fishmeals, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,400,
Seychelles,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.03,
Seychelles,Madagascar,"Skipjack tuna, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,6489.58,E
Seychelles,Madagascar,"Yellowfin tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,43.36,
Singapore,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0,
Singapore,Madagascar,"Sea-cucumber, dried, salted or in brine, smoked",Imports,Tonnes – net product weight,Tonnes – net product weight,1.07,
Singapore,Madagascar,Shells nei,Imports,Tonnes – net product weight,Tonnes – net product weight,0.1,
Singapore,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.42,
Singapore,Madagascar,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Tonnes – net product weight,Tonnes – net product weight,0.07,
South Africa,Madagascar,"Cape hake, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.33,
South Africa,Madagascar,"Carps, eels and snakeheads, fillets, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.26,
South Africa,Madagascar,Caviar,Imports,Tonnes – net product weight,Tonnes – net product weight,0.02,
South Africa,Madagascar,"Clams, cockles, arkshells, etc., prep. or pres., nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.24,
South Africa,Madagascar,"Cuttlefish and squid, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,0.22,
South Africa,Madagascar,"Fish minced nei, prepared or preserved",Exports,Tonnes – net product weight,Tonnes – net product weight,0.7,
South Africa,Madagascar,"Fish not minced, prep. or pres., in airtight containers",Exports,Tonnes – net product weight,Tonnes – net product weight,0.61,
South Africa,Madagascar,"Herrings prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.12,
South Africa,Madagascar,"Mussel meat, prepared or preserved, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
South Africa,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.74,
South Africa,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,4.88,
South Africa,Madagascar,"Shrimps and prawns, prep. or pres., not in airtight containers",Exports,Tonnes – net product weight,Tonnes – net product weight,0.24,
South Africa,Madagascar,"South African pilchard, prep. or pres., not minced",Exports,Tonnes – net product weight,Tonnes – net product weight,0.12,
South Africa,Madagascar,"Sprat, prepared or preserved, not minced",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
South Africa,Madagascar,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.63,
Spain,Madagascar,"Bigeye tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,320.22,
Spain,Madagascar,"Bigeye tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,52.86,
Spain,Madagascar,"Eels, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Spain,Madagascar,"European sardine, prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.83,
Spain,Madagascar,"Fish, crustacean and mollusc products, unfit for human consumption nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.33,
Spain,Madagascar,"Marine fish, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,22.88,
Spain,Madagascar,"Shrimps and prawns (Penaeus spp.), frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,174.26,
Spain,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,188.73,
Spain,Madagascar,"Skipjack prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,452.74,
Spain,Madagascar,"Skipjack tuna, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,3610.03,
Spain,Madagascar,"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",Imports,Tonnes – net product weight,Tonnes – net product weight,213.6,
Spain,Madagascar,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,9.07,
Spain,Madagascar,"Tuna loins, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,395.01,
Spain,Madagascar,"Tunas nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,4,
Spain,Madagascar,"Tunas prepared or preserved, not minced, in oil",Imports,Tonnes – net product weight,Tonnes – net product weight,824.93,
Spain,Madagascar,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,21.6,
Spain,Madagascar,"Yellowfin tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,1267.73,
Spain,Madagascar,"Yellowfin tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,877.93,
Sri Lanka,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Sri Lanka,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,59.27,
Switzerland,Madagascar,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Switzerland,Madagascar,"Crab meat nei, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,1.2,
Switzerland,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,9.37,
Switzerland,Madagascar,"Crustaceans nei, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Switzerland,Madagascar,"Lobsters nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.48,
Switzerland,Madagascar,"Octopus, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.95,
Switzerland,Madagascar,"Octopus, live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0.03,
Switzerland,Madagascar,"Octopus, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,1.43,
Switzerland,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.18,
Switzerland,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.12,
Taiwan Province of China,Madagascar,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,19.15,
Thailand,Madagascar,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,54.08,
Thailand,Madagascar,"Crabs nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,9.36,
Thailand,Madagascar,"Fish waste, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.45,
Thailand,Madagascar,"Fish, sauce",Exports,Tonnes – net product weight,Tonnes – net product weight,6.9,
Thailand,Madagascar,Oyster sauce,Exports,Tonnes – net product weight,Tonnes – net product weight,31.62,
Thailand,Madagascar,"Shrimps and prawns (Penaeus spp.), frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,82.84,
Thailand,Madagascar,"Skipjack prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,37.7,
Thailand,Madagascar,"Tunas prepared or preserved, not minced, in airtight containers",Exports,Tonnes – net product weight,Tonnes – net product weight,4.33,
Tunisia,Madagascar,"Seaweeds and other algae, unfit for human consumption, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,46,
Turkey,Madagascar,Eels and elvers live,Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Ukraine,Madagascar,"Eels, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.28,
Ukraine,Madagascar,"Lobsters nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Ukraine,Madagascar,Preparations of surimi,Imports,Tonnes – net product weight,Tonnes – net product weight,4.03,
Ukraine,Madagascar,"Shrimps and prawns (Penaeus spp.), frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Ukraine,Madagascar,"Squids nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
Ukraine,Madagascar,"Tuna loins and fillets, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Ukraine,Madagascar,"Tunas nei, minced, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,2.69,
United Arab Emirates,Madagascar,Caviar,Imports,Tonnes – net product weight,Tonnes – net product weight,0.15,
United Arab Emirates,Madagascar,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
United Arab Emirates,Madagascar,Miscellaneous corals and shells,Exports,Tonnes – net product weight,Tonnes – net product weight,51.59,E
United Arab Emirates,Madagascar,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,3.1,
United Arab Emirates,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0.04,
United Arab Emirates,Madagascar,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
United Arab Emirates,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,1.52,
United Arab Emirates,Madagascar,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.09,
United Kingdom,Madagascar,Ornamental saltwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,2.24,
United Kingdom,Madagascar,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0.64,
United Kingdom,Madagascar,"Shrimps and prawns, in shell or not, live, fresh or chilled (excl. Pandalidae, Crangon)",Imports,Tonnes – net product weight,Tonnes – net product weight,0.07,
United Kingdom,Madagascar,"Skipjack prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,107.8,
United Kingdom,Madagascar,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,19.87,
United States of America,Madagascar,Caviar,Imports,Tonnes – net product weight,Tonnes – net product weight,0.31,
United States of America,Madagascar,"Fish fillets, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,29.98,
United States of America,Madagascar,"Fish waste, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.4,
United States of America,Madagascar,Ornamental freshwater fish,Imports,Tonnes – net product weight,Tonnes – net product weight,0,
United States of America,Madagascar,"Seaweeds and other algae, unfit for human consumption, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,180.32,
United States of America,Madagascar,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,31.68,
Totals - Tonnes – net product weight,,,,,,37474.22,
FAO. 2021. Fishery and Aquaculture Statistics. Global fish trade - By partner country. 2019 (FishstatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2021. www.fao.org/fishery/statistics/software/fishstatj/en
