record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
31711,1,21,2001,1,PB,F,26,25
31712,1,21,2001,1,DM,M,37,43
31713,1,21,2001,1,PB,M,29,44
31714,1,21,2001,1,DO,M,34,53
31715,1,21,2001,2,OT,M,20,27
31716,1,21,2001,2,RM,M,17,11
31717,1,21,2001,2,NL,M,33,121
31718,1,21,2001,2,DM,F,34,44
31719,1,21,2001,2,PB,M,26,42
31720,1,21,2001,2,PB,M,27,41
31721,1,21,2001,2,NL,F,31,158
31722,1,21,2001,12,DO,M,34,54
31723,1,21,2001,12,DM,F,37,49
31724,1,21,2001,12,OT,F,20,21
31725,1,21,2001,12,DM,M,36,43
31726,1,21,2001,19,PB,M,26,27
31727,1,21,2001,19,PB,M,26,42
31728,1,21,2001,19,PP,M,20,11
31729,1,21,2001,18,PB,F,26,29
31730,1,21,2001,17,OT,M,21,23
31731,1,21,2001,17,DM,M,37,49
31732,1,21,2001,17,DM,M,36,48
31733,1,21,2001,17,DM,F,37,43
31734,1,21,2001,17,DM,F,37,41
31735,1,21,2001,17,OT,F,20,26
31736,1,21,2001,17,DM,F,34,41
31737,1,21,2001,17,OT,M,20,20
31738,1,21,2001,22,PB,M,28,36
31739,1,21,2001,22,PB,M,27,40
31740,1,21,2001,22,PB,F,26,32
31741,1,21,2001,22,PB,F,26,25
31742,1,21,2001,21,PB,F,25,27
31743,1,21,2001,21,PB,F,27,30
31744,1,21,2001,21,PB,F,25,27
31745,1,21,2001,21,PB,F,27,29
31746,1,21,2001,20,PB,F,27,29
31747,1,21,2001,7,OT,M,20,26
31748,1,21,2001,7,DO,M,34,47
31751,1,22,2001,3,PB,M,25,40
31752,1,22,2001,3,PB,F,25,30
31753,1,22,2001,3,PB,M,26,40
31754,1,22,2001,3,OT,M,21,25
31755,1,22,2001,3,OT,F,21,25
31756,1,22,2001,3,PB,M,26,29
31757,1,22,2001,4,PB,M,27,36
31759,1,22,2001,4,OT,M,20,22
31760,1,22,2001,4,DM,M,36,48
31761,1,22,2001,6,OT,M,21,24
31762,1,22,2001,6,OT,F,20,26
31763,1,22,2001,6,PM,F,20,27
31764,1,22,2001,6,PB,F,26,29
31765,1,22,2001,6,PB,F,25,30
31766,1,22,2001,6,PB,M,27,35
31768,1,22,2001,11,DM,M,36,45
31769,1,22,2001,11,DM,M,37,54
31770,1,22,2001,11,DM,M,37,46
31771,1,22,2001,11,DM,F,34,41
31772,1,22,2001,9,DM,M,35,42
31773,1,22,2001,9,DM,F,37,44
31774,1,22,2001,9,DM,M,36,48
31775,1,22,2001,9,DM,M,36,49
31777,1,22,2001,13,PB,F,26,31
31778,1,22,2001,13,PB,F,25,36
31779,1,22,2001,13,PP,M,21,12
31780,1,22,2001,14,DM,F,36,36
31781,1,22,2001,14,DM,F,36,41
31782,1,22,2001,14,DM,M,37,47
31783,1,22,2001,14,DM,F,36,42
31784,1,22,2001,14,DM,F,36,40
31785,1,22,2001,14,DM,M,36,50
31786,1,22,2001,15,OT,M,21,22
31790,3,3,2001,1,PB,M,27,36
31791,3,3,2001,1,PB,F,24,25
31792,3,3,2001,2,DM,F,35,45
31793,3,3,2001,2,PB,M,26,41
31794,3,3,2001,12,OT,M,21,24
31795,3,3,2001,19,PB,M,28,40
31796,3,3,2001,19,RM,F,17,16
31797,3,3,2001,19,PB,M,27,27
31798,3,3,2001,18,RM,F,17,17
31799,3,3,2001,18,PB,M,26,40
31800,3,3,2001,18,PB,F,27,33
31802,3,3,2001,17,DM,F,38,58
31803,3,3,2001,17,RM,M,16,8
31804,3,3,2001,17,OT,M,21,27
31805,3,3,2001,17,DM,F,37,41
31806,3,3,2001,17,DM,F,36,40
31807,3,3,2001,17,OT,F,20,25
31808,3,3,2001,22,PB,M,26,31
31810,3,3,2001,22,PB,M,27,43
31811,3,3,2001,22,PB,F,26,27
31812,3,3,2001,22,PB,M,26,35
31813,3,3,2001,22,PB,M,37,41
31814,3,3,2001,21,PB,F,26,35
31816,3,3,2001,20,PB,F,26,30
31817,3,3,2001,20,NL,M,30,109
31818,3,3,2001,20,RM,M,17,11
31822,3,4,2001,4,DM,F,37,45
31823,3,4,2001,4,PB,M,26,39
31824,3,4,2001,4,DM,M,37,50
31826,3,4,2001,6,PB,F,26,33
31827,3,4,2001,6,PB,M,26,40
31828,3,4,2001,11,DM,M,36,39
31829,3,4,2001,11,DM,M,37,55
31830,3,4,2001,11,PP,M,22,14
31831,3,4,2001,11,PB,F,26,29
31832,3,4,2001,9,DM,F,36,58
31833,3,4,2001,9,DM,M,36,50
31834,3,4,2001,9,DM,M,37,51
31835,3,4,2001,9,PP,M,23,14
31836,3,4,2001,9,DM,M,37,50
31837,3,4,2001,9,DM,M,38,54
31838,3,4,2001,9,DM,F,36,45
31840,3,4,2001,8,DM,M,37,52
31842,3,4,2001,13,PB,F,25,44
31843,3,4,2001,13,PB,F,26,39
31844,3,4,2001,14,DM,M,37,53
31845,3,4,2001,14,DM,M,38,49
31846,3,4,2001,14,DM,F,35,44
31847,3,4,2001,14,DM,F,35,44
31848,3,4,2001,15,PP,M,22,14
31849,3,4,2001,15,OT,F,20,24
31854,3,24,2001,1,PB,F,26,29
31855,3,24,2001,1,DM,F,35,47
31856,3,24,2001,1,PP,F,22,16
31857,3,24,2001,2,PB,M,26,40
31858,3,24,2001,2,DM,M,37,53
31859,3,24,2001,2,DM,F,36,60
31860,3,24,2001,2,DM,M,37,47
31861,3,24,2001,2,DM,M,37,48
31862,3,24,2001,2,NL,F,32,252
31863,3,24,2001,12,PP,M,22,20
31864,3,24,2001,12,OT,M,20,24
31865,3,24,2001,12,DM,F,37,58
31867,3,24,2001,12,NL,F,32,207
31869,3,24,2001,19,PB,M,26,46
31870,3,24,2001,18,RM,F,17,15
31871,3,24,2001,17,DM,F,37,55
31872,3,24,2001,17,OT,F,22,26
31874,3,24,2001,17,DM,F,37,48
31875,3,24,2001,17,DM,M,38,48
31876,3,24,2001,17,PP,M,16,13
31877,3,24,2001,17,DM,M,38,45
31878,3,24,2001,17,DM,F,38,56
31879,3,24,2001,17,DM,F,35,45
31881,3,24,2001,22,PB,F,27,40
31882,3,24,2001,21,PB,M,27,34
31883,3,24,2001,21,PB,F,25,36
31884,3,24,2001,21,PB,F,28,48
31885,3,24,2001,21,PB,F,26,37
31886,3,24,2001,20,PP,M,22,21
31888,3,25,2001,3,PB,M,26,34
31889,3,25,2001,3,PB,F,27,36
31890,3,25,2001,3,PB,M,27,44
31891,3,25,2001,4,PF,M,17,8
31892,3,25,2001,4,OT,F,21,29
31893,3,25,2001,4,PB,M,27,49
31894,3,25,2001,4,DM,M,38,51
31895,3,25,2001,4,PB,M,26,42
31896,3,25,2001,4,OT,F,21,30
31897,3,25,2001,11,PB,M,27,37
31898,3,25,2001,11,DM,F,36,51
31899,3,25,2001,11,DM,M,37,53
31900,3,25,2001,9,OT,M,21,29
31902,3,25,2001,9,DM,F,37,47
31903,3,25,2001,9,DM,M,37,51
31904,3,25,2001,9,DM,M,36,52
31905,3,25,2001,9,DM,M,36,51
31906,3,25,2001,8,OT,F,22,32
31907,3,25,2001,8,PP,M,22,15
31908,3,25,2001,8,PP,M,22,21
31909,3,25,2001,8,PP,M,22,21
31910,3,25,2001,8,PP,M,20,16
31911,3,25,2001,8,PM,F,20,22
31912,3,25,2001,8,PP,F,22,16
31913,3,25,2001,8,PP,M,22,20
31914,3,25,2001,13,PB,F,25,39
31915,3,25,2001,13,PB,M,26,44
31916,3,25,2001,13,PP,M,22,13
31917,3,25,2001,13,PP,M,21,16
31918,3,25,2001,14,DM,M,38,50
31919,3,25,2001,14,DM,M,36,48
31921,3,25,2001,14,PP,M,22,21
31922,3,25,2001,14,DM,F,35,54
31923,3,25,2001,14,PP,M,23,22
31924,3,25,2001,14,DM,M,35,54
31925,3,25,2001,14,PP,M,22,20
31926,3,25,2001,14,PP,F,23,16
31927,3,25,2001,14,DM,F,35,59
31928,3,25,2001,15,PP,M,23,19
31929,3,25,2001,15,PP,F,22,13
31930,3,25,2001,15,OT,F,20,42
31936,4,21,2001,1,PP,F,22,26
31937,4,21,2001,1,PB,F,25,30
31938,4,21,2001,1,PP,M,21,19
31939,4,21,2001,1,DM,M,36,49
31941,4,21,2001,1,PB,M,25,24
31942,4,21,2001,1,PP,M,22,22
31943,4,21,2001,1,DO,F,37,68
31944,4,21,2001,2,PP,F,22,21
31945,4,21,2001,2,DM,F,35,47
31946,4,21,2001,2,NL,F,33,145
31947,4,21,2001,2,PP,M,22,24
31948,4,21,2001,2,DM,M,37,52
31949,4,21,2001,12,PP,M,22,21
31950,4,21,2001,12,DO,M,34,54
31951,4,21,2001,12,PP,F,22,24
31952,4,21,2001,12,DO,F,34,60
31953,4,21,2001,12,PP,F,21,23
31954,4,21,2001,12,DM,F,37,57
31956,4,21,2001,24,DO,F,36,76
31957,4,21,2001,24,PP,F,21,16
31958,4,21,2001,24,PE,F,20,22
31959,4,21,2001,19,PB,M,27,50
31960,4,21,2001,18,PB,M,27,50
31961,4,21,2001,18,PB,F,25,17
31962,4,21,2001,17,DM,F,37,50
31963,4,21,2001,17,PP,M,22,18
31964,4,21,2001,17,PP,F,22,20
31965,4,21,2001,17,DM,M,36,49
31966,4,21,2001,17,DM,M,36,49
31968,4,21,2001,17,DM,M,36,37
31969,4,21,2001,17,OT,M,21,28
31970,4,21,2001,17,DM,F,36,50
31971,4,21,2001,17,DM,M,35,50
31972,4,21,2001,17,DM,M,37,50
31973,4,21,2001,20,PB,M,26,39
31974,4,21,2001,20,PB,F,25,37
31976,4,21,2001,20,PB,M,26,38
31977,4,21,2001,20,NL,F,33,218
31978,4,21,2001,21,PB,M,27,35
31979,4,21,2001,21,PB,F,25,54
31980,4,21,2001,21,PB,M,26,34
31981,4,21,2001,21,PB,M,26,37
31982,4,21,2001,21,PB,F,27,37
31983,4,21,2001,21,PB,F,27,35
31984,4,21,2001,22,PF,F,15,7
31985,4,21,2001,22,PB,F,26,33
31986,4,21,2001,22,PB,F,27,35
31987,4,21,2001,22,DM,M,37,53
31988,4,21,2001,7,OT,F,21,27
31991,4,22,2001,3,PB,F,27,40
31992,4,22,2001,3,PB,M,24,34
31993,4,22,2001,4,OT,F,20,32
31994,4,22,2001,4,DM,M,37,53
31995,4,22,2001,4,DM,F,36,55
31996,4,22,2001,6,PB,M,25,39
31997,4,22,2001,6,PP,M,21,23
31998,4,22,2001,6,PB,M,26,46
31999,4,22,2001,6,PP,F,21,20
32000,4,22,2001,6,PP,M,22,22
32001,4,22,2001,6,PB,F,26,49
32002,4,22,2001,6,SH,F,29,132
32003,4,22,2001,11,DM,F,35,49
32004,4,22,2001,11,OT,F,20,26
32005,4,22,2001,11,DM,F,36,49
32006,4,22,2001,11,OT,F,20,14
32007,4,22,2001,9,PP,M,22,18
32010,4,22,2001,9,PP,M,22,17
32011,4,22,2001,9,DM,M,37,52
32012,4,22,2001,9,PP,M,23,21
32013,4,22,2001,9,DM,F,37,47
32014,4,22,2001,9,DM,F,37,53
32015,4,22,2001,8,DO,M,34,59
32016,4,22,2001,8,DO,F,36,59
32017,4,22,2001,8,PP,F,22,19
32018,4,22,2001,14,DM,M,36,53
32019,4,22,2001,14,DM,M,37,49
32020,4,22,2001,14,PF,F,15,7
32021,4,22,2001,14,DM,M,36,56
32022,4,22,2001,14,DM,F,34,46
32023,4,22,2001,14,DO,F,35,52
32024,4,22,2001,14,PM,F,20,31
32025,4,22,2001,14,DM,F,35,55
32026,4,22,2001,15,OT,M,21,29
32027,4,22,2001,15,PP,M,22,20
32028,4,22,2001,15,PP,M,21,18
32029,4,22,2001,15,PF,F,16,9
32030,4,22,2001,15,PP,M,22,23
32031,4,22,2001,15,PP,M,22,22
32032,4,22,2001,16,PP,F,21,21
32035,5,26,2001,1,PP,F,22,21
32036,5,26,2001,1,PP,F,23,29
32037,5,26,2001,1,NL,M,31,94
32038,5,26,2001,1,DO,M,34,55
32039,5,26,2001,1,PB,M,27,31
32040,5,26,2001,1,DM,M,36,48
32041,5,26,2001,1,PP,M,21,20
32042,5,26,2001,1,DO,F,37,68
32044,5,26,2001,2,SH,M,30,79
32045,5,26,2001,2,NL,M,32,135
32046,5,26,2001,12,PP,M,22,17
32047,5,26,2001,12,DO,M,34,49
32048,5,26,2001,12,DO,F,34,27
32049,5,26,2001,12,DM,M,36,48
32050,5,26,2001,12,PE,M,21,20
32051,5,26,2001,12,NL,F,30,204
32052,5,26,2001,19,PB,F,26,27
32053,5,26,2001,19,PB,M,27,36
32054,5,26,2001,22,PB,M,27,30
32055,5,26,2001,22,PB,F,26,33
32057,5,26,2001,22,PB,M,27,40
32058,5,26,2001,22,PB,F,27,31
32060,5,26,2001,18,PE,M,20,23
32061,5,26,2001,18,PB,F,27,31
32062,5,26,2001,17,PB,M,27,29
32063,5,26,2001,17,DM,M,36,52
32064,5,26,2001,17,DM,M,36,48
32066,5,26,2001,17,DM,M,37,46
32067,5,26,2001,17,DM,F,36,41
32068,5,26,2001,17,DM,M,35,47
32069,5,26,2001,17,PP,F,22,19
32070,5,26,2001,17,DM,F,37,47
32071,5,26,2001,17,DM,M,37,49
32072,5,26,2001,17,NL,M,32,127
32073,5,26,2001,21,PB,F,26,44
32074,5,26,2001,21,PB,M,28,31
32075,5,26,2001,21,PB,F,26,39
32076,5,26,2001,20,PB,F,27,35
32077,5,26,2001,20,NL,M,31,115
32078,5,26,2001,20,PB,M,26,25
32079,5,26,2001,20,PB,F,27,32
32080,5,26,2001,20,NL,F,32,205
32082,5,26,2001,20,NL,F,33,200
32083,5,26,2001,24,NL,F,29,146
32084,5,26,2001,24,DO,M,27,51
32085,5,26,2001,7,PB,F,22,37
32088,5,27,2001,3,OT,F,21,25
32089,5,27,2001,3,OT,F,21,35
32090,5,27,2001,3,PB,M,28,30
32092,5,27,2001,4,PF,M,16,8
32093,5,27,2001,4,DM,F,37,51
32094,5,27,2001,4,DM,M,37,52
32095,5,27,2001,4,DM,F,36,36
32096,5,27,2001,4,DM,F,35,49
32097,5,27,2001,4,PB,M,26,39
32098,5,27,2001,4,PP,M,22,18
32099,5,27,2001,6,SH,F,30,86
32100,5,27,2001,6,PB,F,26,33
32101,5,27,2001,6,SH,F,29,123
32102,5,27,2001,6,PB,M,26,18
32103,5,27,2001,6,PB,M,26,40
32104,5,27,2001,6,OT,F,20,34
32105,5,27,2001,6,PB,F,26,44
32106,5,27,2001,6,OT,F,20,14
32107,5,27,2001,11,DM,M,37,55
32109,5,27,2001,11,DM,F,34,48
32110,5,27,2001,11,PP,M,23,13
32111,5,27,2001,11,DM,M,38,50
32112,5,27,2001,11,DM,F,36,48
32113,5,27,2001,9,PP,M,21,16
32114,5,27,2001,9,DM,F,36,52
32115,5,27,2001,9,PP,F,23,18
32116,5,27,2001,9,DM,M,36,50
32117,5,27,2001,9,DM,M,36,50
32118,5,27,2001,9,DM,F,35,40
32119,5,27,2001,9,DM,M,35,49
32120,5,27,2001,8,PB,F,25,34
32121,5,27,2001,8,PB,M,27,40
32122,5,27,2001,8,PP,F,23,20
32123,5,27,2001,8,DO,F,36,59
32124,5,27,2001,8,PB,M,27,34
32125,5,27,2001,8,OT,F,21,32
32126,5,27,2001,8,OT,M,20,31
32127,5,27,2001,8,PP,M,22,17
32128,5,27,2001,8,PP,F,21,21
32129,5,27,2001,13,PB,M,27,26
32130,5,27,2001,13,PB,M,27,29
32131,5,27,2001,14,DM,M,35,25
32132,5,27,2001,14,DO,M,35,56
32134,5,27,2001,14,DM,F,36,58
32135,5,27,2001,14,DM,F,35,47
32136,5,27,2001,14,DM,F,35,50
32137,5,27,2001,14,PP,M,21,19
32138,5,27,2001,14,DM,F,36,36
32139,5,27,2001,14,DM,M,35,55
32140,5,27,2001,14,DM,M,37,46
32141,5,27,2001,14,DM,F,34,41
32142,5,27,2001,14,PP,M,23,13
32143,5,27,2001,14,NL,M,30,80
32144,5,27,2001,15,PB,M,26,40
32145,5,27,2001,15,PP,F,21,19
32147,5,27,2001,15,PP,F,22,21
32148,5,27,2001,15,PF,F,16,8
32149,5,27,2001,5,PE,M,20,19
32152,6,25,2001,1,PB,M,26,38
32153,6,25,2001,1,PB,F,26,29
32154,6,25,2001,1,DO,F,36,54
32155,6,25,2001,1,PP,M,22,12
32156,6,25,2001,1,PP,M,22,20
32157,6,25,2001,1,PP,F,22,21
32158,6,25,2001,1,DO,M,35,26
32159,6,25,2001,1,PP,F,22,25
32160,6,25,2001,1,PB,M,26,39
32161,6,25,2001,1,NL,F,28,159
32162,6,25,2001,2,PP,M,22,22
32163,6,25,2001,2,PP,M,23,16
32164,6,25,2001,2,PP,M,22,17
32166,6,25,2001,2,PB,M,27,36
32167,6,25,2001,2,NL,F,30,173
32169,6,25,2001,12,PP,M,22,24
32170,6,25,2001,12,DM,F,36,30
32171,6,25,2001,12,DO,M,36,43
32172,6,25,2001,12,PP,F,22,19
32173,6,25,2001,12,DO,F,35,53
32174,6,25,2001,12,DM,M,36,48
32176,6,25,2001,12,DM,F,34,33
32177,6,25,2001,12,PP,F,22,19
32178,6,25,2001,12,PP,F,22,15
32179,6,25,2001,12,NL,F,31,221
32180,6,25,2001,19,PB,M,27,40
32181,6,25,2001,18,PB,F,27,22
32182,6,25,2001,18,PB,M,28,42
32183,6,25,2001,18,PB,F,22,42
32184,6,25,2001,18,PF,F,15,7
32185,6,25,2001,18,PB,M,26,34
32186,6,25,2001,18,PB,F,25,18
32188,6,25,2001,17,PP,F,23,18
32189,6,25,2001,17,DM,M,36,29
32190,6,25,2001,17,PP,F,21,10
32191,6,25,2001,17,DM,F,36,51
32192,6,25,2001,17,DM,M,35,47
32193,6,25,2001,17,DM,M,37,40
32194,6,25,2001,17,PB,M,27,37
32195,6,25,2001,17,DM,M,37,46
32196,6,25,2001,17,DM,F,35,43
32197,6,25,2001,17,DM,M,37,50
32198,6,25,2001,17,DM,M,37,50
32199,6,25,2001,17,DM,M,37,30
32200,6,25,2001,17,DM,F,37,46
32201,6,25,2001,22,PB,M,27,26
32202,6,25,2001,22,PB,M,28,41
32204,6,25,2001,22,PB,F,26,33
32205,6,25,2001,22,PB,M,27,32
32206,6,25,2001,22,DM,M,38,56
32207,6,25,2001,22,PP,F,22,17
32208,6,25,2001,21,PB,F,26,39
32209,6,25,2001,21,PB,M,27,24
32211,6,25,2001,21,PB,M,27,34
32212,6,25,2001,21,PB,F,26,26
32213,6,25,2001,21,PB,F,26,41
32214,6,25,2001,21,PB,M,26,19
32215,6,25,2001,20,PB,M,26,20
32216,6,25,2001,20,PB,F,27,37
32217,6,25,2001,20,PB,M,27,29
32218,6,25,2001,20,PF,F,16,8
32219,6,25,2001,20,PP,M,22,16
32220,6,25,2001,20,PB,M,26,19
32221,6,25,2001,20,PB,F,26,17
32222,6,25,2001,20,PE,M,20,12
32223,6,25,2001,20,PP,F,22,20
32224,6,25,2001,20,NL,F,35,168
32225,6,25,2001,23,PF,M,16,7
32228,6,25,2001,24,PE,M,19,17
32229,6,25,2001,24,PP,F,22,18
32254,7,22,2001,3,PB,M,28,37
32255,7,22,2001,3,PB,M,26,32
32256,7,22,2001,3,PP,F,22,17
32257,7,22,2001,3,PB,M,26,20
32258,7,22,2001,3,PB,F,26,21
32259,7,22,2001,3,PB,M,27,37
32260,7,22,2001,3,PB,M,26,39
32261,7,22,2001,3,PB,M,26,33
32262,7,22,2001,3,PB,F,27,27
32263,7,22,2001,3,OT,M,21,31
32264,7,22,2001,3,PP,M,22,13
32265,7,22,2001,3,PB,F,26,30
32266,7,22,2001,3,PP,F,22,15
32267,7,22,2001,4,DM,F,35,49
32268,7,22,2001,4,PF,F,15,9
32269,7,22,2001,4,PB,M,28,29
32270,7,22,2001,4,PB,M,26,22
32271,7,22,2001,4,PP,F,23,17
32272,7,22,2001,4,PP,F,22,19
32273,7,22,2001,4,PP,M,23,18
32274,7,22,2001,4,PP,F,23,18
32275,7,22,2001,4,PF,F,16,9
32276,7,22,2001,6,PB,F,25,34
32277,7,22,2001,6,PB,F,26,25
32278,7,22,2001,6,PP,F,22,16
32279,7,22,2001,6,PB,F,26,29
32280,7,22,2001,6,PP,M,22,15
